uuid,cardId,cardNumber,account
8b279e1d-8b5a-485e-901d-5e0e127429i7,194,5889051247967749,4895372
8b279e1d-8b5a-485e-901d-5e0e127429i8,196,9584031487699596,4466791
8b279e1d-8b5a-485e-901d-5e0e127429i9,197,4457051219594574,4911979
8b279e1d-8b5a-485e-901d-5e0e127429j0,198,2244041776418839,2649138
8b279e1d-8b5a-485e-901d-5e0e127429j1,199,1181087412782735,1292365
8b279e1d-8b5a-485e-901d-5e0e127429j2,200,4547078276293841,4846711
8b279e1d-8b5a-485e-901d-5e0e127429j3,202,5678028212645436,3974264
8b279e1d-8b5a-485e-901d-5e0e127429j4,203,6216035182949921,1795256
8b279e1d-8b5a-485e-901d-5e0e127429j5,204,5659035755444983,5759878
8b279e1d-8b5a-485e-901d-5e0e127429j6,205,2978057213146717,7712236
8b279e1d-8b5a-485e-901d-5e0e127429j7,206,5686051648512581,1663888
8b279e1d-8b5a-485e-901d-5e0e127429j8,208,4412031168471391,7738956
8b279e1d-8b5a-485e-901d-5e0e127429j9,209,3589049579682388,7649762
8b279e1d-8b5a-485e-901d-5e0e127429k0,210,7725066825838471,8132361
8b279e1d-8b5a-485e-901d-5e0e127429k1,211,8668023484964684,1799184
8b279e1d-8b5a-485e-901d-5e0e127429k2,212,7362025672525628,4219436
8b279e1d-8b5a-485e-901d-5e0e127429k3,214,7442092199578229,4489284
8b279e1d-8b5a-485e-901d-5e0e127429k4,215,3364057982278872,1523341
8b279e1d-8b5a-485e-901d-5e0e127429k5,216,6948011847326324,3794723
8b279e1d-8b5a-485e-901d-5e0e127429k6,217,4278098282147365,4568863
8b279e1d-8b5a-485e-901d-5e0e127429k7,218,9438098926784453,9917949
8b279e1d-8b5a-485e-901d-5e0e127429k8,220,9776066271335451,6769669
8b279e1d-8b5a-485e-901d-5e0e127429k9,221,5885064731373592,9574896
8b279e1d-8b5a-485e-901d-5e0e127429l0,222,3866039427854166,4651325
8b279e1d-8b5a-485e-901d-5e0e127429l1,223,8181092887423231,3242846
8b279e1d-8b5a-485e-901d-5e0e127429l2,224,5751015324456835,5842978
8b279e1d-8b5a-485e-901d-5e0e127429l3,226,5739072167564161,5777675
8b279e1d-8b5a-485e-901d-5e0e127429l4,227,1288067539573392,7242883
8b279e1d-8b5a-485e-901d-5e0e127429l5,228,6396046554474437,1256437
8b279e1d-8b5a-485e-901d-5e0e127429l6,229,6583042672316626,7179176
8b279e1d-8b5a-485e-901d-5e0e127429l7,230,5948062429777371,3899361
8b279e1d-8b5a-485e-901d-5e0e127429l8,231,8527042145824473,8831912
8b279e1d-8b5a-485e-901d-5e0e127429l9,232,4748038379126443,5995639
8b279e1d-8b5a-485e-901d-5e0e127429m0,233,3239064948814571,7337651
8b279e1d-8b5a-485e-901d-5e0e127429m1,234,8949081214247943,1755544
8b279e1d-8b5a-485e-901d-5e0e127429m2,235,5659062366235114,4852915
8b279e1d-8b5a-485e-901d-5e0e127429m3,236,8158013168117415,1692861
8b279e1d-8b5a-485e-901d-5e0e127429m4,237,2343014328284176,1265296
8b279e1d-8b5a-485e-901d-5e0e127429m5,238,6526083616857144,9397779
8b279e1d-8b5a-485e-901d-5e0e127429m6,239,9837067918582897,8352662
8b279e1d-8b5a-485e-901d-5e0e127429m7,240,8943068341161644,4131411
8b279e1d-8b5a-485e-901d-5e0e127429m8,241,5932085388684931,7472737
8b279e1d-8b5a-485e-901d-5e0e127429m9,242,9992067569691717,3178754
8b279e1d-8b5a-485e-901d-5e0e127429n0,242,8886098755975681,7673662
8b279e1d-8b5a-485e-901d-5e0e127429n1,242,2271036261479769,8816139
8b279e1d-8b5a-485e-901d-5e0e127429n2,242,6895099676657828,8887197
8b279e1d-8b5a-485e-901d-5e0e127429n3,243,3475016195318313,3566494
8b279e1d-8b5a-485e-901d-5e0e127429n4,244,7629077114591255,3595449
8b279e1d-8b5a-485e-901d-5e0e127429n5,245,8573065137139675,5484624
8b279e1d-8b5a-485e-901d-5e0e127429n6,246,8586094652845226,7146172
8b279e1d-8b5a-485e-901d-5e0e127429n7,247,4784034873531777,9484714
8b279e1d-8b5a-485e-901d-5e0e127429n8,248,3161017186482423,7182164
8b279e1d-8b5a-485e-901d-5e0e127429n9,248,5693094939248984,7296634
8b279e1d-8b5a-485e-901d-5e0e127429o0,248,3773047532498961,9133385
8b279e1d-8b5a-485e-901d-5e0e127429o1,248,9237022972873621,7135736
8b279e1d-8b5a-485e-901d-5e0e127429o2,249,2633073488412766,1644543
8b279e1d-8b5a-485e-901d-5e0e127429o3,250,2693052725936818,1988373
8b279e1d-8b5a-485e-901d-5e0e127429o4,251,9256042912266452,6489519
8b279e1d-8b5a-485e-901d-5e0e127429o5,252,1435042357928767,4541841
8b279e1d-8b5a-485e-901d-5e0e127429o6,253,2573072415992482,1776948
8b279e1d-8b5a-485e-901d-5e0e127429o7,255,2153037616251217,2178688
8b279e1d-8b5a-485e-901d-5e0e127429o8,256,2483095191314532,1971736
8b279e1d-8b5a-485e-901d-5e0e127429o9,257,6993013351688899,7986121
8b279e1d-8b5a-485e-901d-5e0e127429p0,258,8948072761959855,9146693
8b279e1d-8b5a-485e-901d-5e0e127429p1,259,5463033226911656,8792517
8b279e1d-8b5a-485e-901d-5e0e127429p2,261,8232059129494612,3349797
8b279e1d-8b5a-485e-901d-5e0e127429p3,262,9496021343481419,6755874
8b279e1d-8b5a-485e-901d-5e0e127429p4,263,8318055694217888,1571292
8b279e1d-8b5a-485e-901d-5e0e127429p5,264,5662096826786845,7122835
8b279e1d-8b5a-485e-901d-5e0e127429p6,265,2343067734992279,2875871
8b279e1d-8b5a-485e-901d-5e0e127429p7,267,1521015923921234,1592492
8b279e1d-8b5a-485e-901d-5e0e127429p8,268,7968065626623876,1438482
8b279e1d-8b5a-485e-901d-5e0e127429p9,269,8115033529449592,7954294
8b279e1d-8b5a-485e-901d-5e0e127429q0,270,8124093513114398,5426598
8b279e1d-8b5a-485e-901d-5e0e127429q1,271,6948022623957247,2785187
8b279e1d-8b5a-485e-901d-5e0e127429q2,273,4432076544825692,8138711
8b279e1d-8b5a-485e-901d-5e0e127429q3,274,9865069693848623,6196557
8b279e1d-8b5a-485e-901d-5e0e127429q4,275,2832039116696975,1875812
8b279e1d-8b5a-485e-901d-5e0e127429q5,276,4444042524782825,1857478
8b279e1d-8b5a-485e-901d-5e0e127429q6,277,5771052296627135,6133785
8b279e1d-8b5a-485e-901d-5e0e127429q7,279,2319073563133143,7995154
8b279e1d-8b5a-485e-901d-5e0e127429q8,280,4899023644576723,5883669
8b279e1d-8b5a-485e-901d-5e0e127429q9,281,9713032622588334,3221569
8b279e1d-8b5a-485e-901d-5e0e127429r0,282,5745043223419969,9352137
8b279e1d-8b5a-485e-901d-5e0e127429r1,283,7619055528919846,2484687
8b279e1d-8b5a-485e-901d-5e0e127429r2,285,1428062584222799,8851885
8b279e1d-8b5a-485e-901d-5e0e127429r3,286,5111066398114582,5457789
8b279e1d-8b5a-485e-901d-5e0e127429r4,287,7731082882924882,4757878
8b279e1d-8b5a-485e-901d-5e0e127429r5,288,5762034717844156,6754278
8b279e1d-8b5a-485e-901d-5e0e127429r6,289,6644079945189559,8421116
8b279e1d-8b5a-485e-901d-5e0e127429r7,290,4891055829311135,6213584
8b279e1d-8b5a-485e-901d-5e0e127429r8,291,4633094373373495,8627381
8b279e1d-8b5a-485e-901d-5e0e127429r9,292,9683043316636815,3118926
8b279e1d-8b5a-485e-901d-5e0e127429s0,293,2511045294451188,9697726
8b279e1d-8b5a-485e-901d-5e0e127429s1,294,9323078429537751,3563421
8b279e1d-8b5a-485e-901d-5e0e127429s2,295,7946038259436356,9699141
8b279e1d-8b5a-485e-901d-5e0e127429s3,296,4951047741495225,7662992
8b279e1d-8b5a-485e-901d-5e0e127429s4,297,9611013318469768,1475844
8b279e1d-8b5a-485e-901d-5e0e127429s5,298,5537097858854781,2942691
8b279e1d-8b5a-485e-901d-5e0e127429s6,299,1967072424168171,6951284
8b279e1d-8b5a-485e-901d-5e0e127429s7,300,5444058954645928,9258438
8b279e1d-8b5a-485e-901d-5e0e127429s8,301,5257071615962954,3147295
8b279e1d-8b5a-485e-901d-5e0e127429s9,301,2368078534683582,7999856
8b279e1d-8b5a-485e-901d-5e0e127429t0,301,5565014183146425,9187981
8b279e1d-8b5a-485e-901d-5e0e127429t1,301,7975017934957528,8786137
8b279e1d-8b5a-485e-901d-5e0e127429t2,302,1569086392125423,8983828
8b279e1d-8b5a-485e-901d-5e0e127429t3,303,7754028674537893,6946659
8b279e1d-8b5a-485e-901d-5e0e127429t4,304,7641073348625535,4912929
8b279e1d-8b5a-485e-901d-5e0e127429t5,305,8414059114266614,6266864
8b279e1d-8b5a-485e-901d-5e0e127429t6,306,3185056687146158,2539372
8b279e1d-8b5a-485e-901d-5e0e127429t7,307,1798052761324914,8692179
8b279e1d-8b5a-485e-901d-5e0e127429t8,307,6735079571957843,8158583
8b279e1d-8b5a-485e-901d-5e0e127429t9,307,5575029553581796,9514564
8b279e1d-8b5a-485e-901d-5e0e127429u0,307,6148077583922545,3215356
8b279e1d-8b5a-485e-901d-5e0e127429u1,308,9985031199949245,6148559
8b279e1d-8b5a-485e-901d-5e0e127429u2,309,9176031238734848,6317446
8b279e1d-8b5a-485e-901d-5e0e127429u3,310,7548022539264418,2912456
8b279e1d-8b5a-485e-901d-5e0e127429u4,311,2561093547482216,9751558
8b279e1d-8b5a-485e-901d-5e0e127429u5,312,4662036483595777,7926393
8b279e1d-8b5a-485e-901d-5e0e127429u6,314,5276094431365357,1469342
8b279e1d-8b5a-485e-901d-5e0e127429u7,315,1258021138678977,7649982
8b279e1d-8b5a-485e-901d-5e0e127429u8,316,1638066171965796,7852137
8b279e1d-8b5a-485e-901d-5e0e127429u9,317,7438067739571146,1676533
8b279e1d-8b5a-485e-901d-5e0e127429v0,318,2115017851757678,4752134
8b279e1d-8b5a-485e-901d-5e0e127429v1,320,7165085258736521,7696433
8b279e1d-8b5a-485e-901d-5e0e127429v2,321,5664094991569143,8451393
8b279e1d-8b5a-485e-901d-5e0e127429v3,322,3524036793293718,1766644
8b279e1d-8b5a-485e-901d-5e0e127429v4,323,2884033474793679,2583781
8b279e1d-8b5a-485e-901d-5e0e127429v5,324,5889082669186352,4745676
8b279e1d-8b5a-485e-901d-5e0e127429v6,326,4916044389753194,3313226
8b279e1d-8b5a-485e-901d-5e0e127429v7,327,7979026416146163,3637751
8b279e1d-8b5a-485e-901d-5e0e127429v8,328,3188016593458496,5762738
8b279e1d-8b5a-485e-901d-5e0e127429v9,329,5661033831615589,6887431
8b279e1d-8b5a-485e-901d-5e0e127429w0,330,2439031597544318,8991574
8b279e1d-8b5a-485e-901d-5e0e127429w1,332,6549031188688824,4343518
8b279e1d-8b5a-485e-901d-5e0e127429w2,333,8687016561456892,8112581
8b279e1d-8b5a-485e-901d-5e0e127429w3,334,1937084352119874,7961549
8b279e1d-8b5a-485e-901d-5e0e127429w4,335,9562038131822368,3674734
8b279e1d-8b5a-485e-901d-5e0e127429w5,336,4379026572782313,6961157
8b279e1d-8b5a-485e-901d-5e0e127429w6,338,9327076664243377,8919573
8b279e1d-8b5a-485e-901d-5e0e127429w7,339,2923097539351611,1147187
8b279e1d-8b5a-485e-901d-5e0e127429w8,340,7962069762967139,4741365
8b279e1d-8b5a-485e-901d-5e0e127429w9,341,7284031726988367,6743897
8b279e1d-8b5a-485e-901d-5e0e127429x0,342,2155071199474412,3486881
8b279e1d-8b5a-485e-901d-5e0e127429x1,344,6577017312134517,1983335
8b279e1d-8b5a-485e-901d-5e0e127429x2,345,9147086434176419,8593459
8b279e1d-8b5a-485e-901d-5e0e127429x3,346,4573026721485371,9164676
8b279e1d-8b5a-485e-901d-5e0e127429x4,347,8628027665829797,1451854
8b279e1d-8b5a-485e-901d-5e0e127429x5,348,1214071443335687,3365323
8b279e1d-8b5a-485e-901d-5e0e127429x6,349,5212078988343364,7234188
8b279e1d-8b5a-485e-901d-5e0e127429x7,350,8559075785911228,2562726
8b279e1d-8b5a-485e-901d-5e0e127429x8,351,6289049195999788,3899928
8b279e1d-8b5a-485e-901d-5e0e127429x9,352,8668063871773142,9646946
8b279e1d-8b5a-485e-901d-5e0e127429y0,353,4258047993733312,5173821
8b279e1d-8b5a-485e-901d-5e0e127429y1,354,4328067472315735,4255149
8b279e1d-8b5a-485e-901d-5e0e127429y2,355,5786066698449968,1211952
8b279e1d-8b5a-485e-901d-5e0e127429y3,356,9834082659356736,4849989
8b279e1d-8b5a-485e-901d-5e0e127429y4,357,2867051244511257,6358647
8b279e1d-8b5a-485e-901d-5e0e127429y5,358,8144079766574241,5371655
8b279e1d-8b5a-485e-901d-5e0e127429y6,359,3198047351699224,6934511
8b279e1d-8b5a-485e-901d-5e0e127429y7,360,9363029238125479,3375523
8b279e1d-8b5a-485e-901d-5e0e127429y8,360,4528043574883437,4835428
8b279e1d-8b5a-485e-901d-5e0e127429y9,360,6964094719441414,8277417
8b279e1d-8b5a-485e-901d-5e0e127429z0,360,2154064663595888,3534315
8b279e1d-8b5a-485e-901d-5e0e127429z1,361,4328044471623124,5993114
8b279e1d-8b5a-485e-901d-5e0e127429z2,362,5347044375218618,2534159
8b279e1d-8b5a-485e-901d-5e0e127429z3,363,3864063196879886,2134687
8b279e1d-8b5a-485e-901d-5e0e127429z4,364,3969029715195963,7646871
8b279e1d-8b5a-485e-901d-5e0e127429z5,365,8715043238274498,6734557
8b279e1d-8b5a-485e-901d-5e0e127429z6,366,2581086157692912,9621985
8b279e1d-8b5a-485e-901d-5e0e127429z7,366,6427073328693835,2865243
8b279e1d-8b5a-485e-901d-5e0e127429z8,366,5962069971869588,6996966
8b279e1d-8b5a-485e-901d-5e0e127429z9,366,2732053131688979,9266158
1b279e1d-8b5a-485e-901d-5e0e127429a0,367,1298023171287243,7536515
1b279e1d-8b5a-485e-901d-5e0e127429a1,368,1753038558327874,3935772
1b279e1d-8b5a-485e-901d-5e0e127429a2,369,2347058234593721,6944781
1b279e1d-8b5a-485e-901d-5e0e127429a3,370,5721064898629973,6286371
1b279e1d-8b5a-485e-901d-5e0e127429a4,371,7414016688682173,6793242
1b279e1d-8b5a-485e-901d-5e0e127429a5,373,3638076538368357,6217815
1b279e1d-8b5a-485e-901d-5e0e127429a6,374,1344034897773931,4168869
1b279e1d-8b5a-485e-901d-5e0e127429a7,375,6722053276519815,6269663
1b279e1d-8b5a-485e-901d-5e0e127429a8,376,3927093675863651,4448879
1b279e1d-8b5a-485e-901d-5e0e127429a9,377,1454034225858882,4534341
1b279e1d-8b5a-485e-901d-5e0e127429b0,379,3475054495229138,2547924
1b279e1d-8b5a-485e-901d-5e0e127429b1,380,7279069417997452,2666425
1b279e1d-8b5a-485e-901d-5e0e127429b2,381,9255047765642475,6193341
1b279e1d-8b5a-485e-901d-5e0e127429b3,382,9917011635257239,8825281
1b279e1d-8b5a-485e-901d-5e0e127429b4,383,7167016196864652,9418836
1b279e1d-8b5a-485e-901d-5e0e127429b5,385,1235099686189572,5823229
1b279e1d-8b5a-485e-901d-5e0e127429b6,386,1137013825327641,6637366
1b279e1d-8b5a-485e-901d-5e0e127429b7,387,2234043145822674,2934251
1b279e1d-8b5a-485e-901d-5e0e127429b8,388,5156087999328589,1892181
1b279e1d-8b5a-485e-901d-5e0e127429b9,389,6119036742329511,3842129
1b279e1d-8b5a-485e-901d-5e0e127429c0,391,5176014199394728,2495415
1b279e1d-8b5a-485e-901d-5e0e127429c1,392,3172058366896321,8651587
1b279e1d-8b5a-485e-901d-5e0e127429c2,393,5116034732899522,2955232
1b279e1d-8b5a-485e-901d-5e0e127429c3,394,8886063963661859,7318828
1b279e1d-8b5a-485e-901d-5e0e127429c4,395,9189013981694955,1416249
1b279e1d-8b5a-485e-901d-5e0e127429c5,397,7636095499859524,9325412
1b279e1d-8b5a-485e-901d-5e0e127429c6,398,3718026978671798,6362893
1b279e1d-8b5a-485e-901d-5e0e127429c7,399,5462098578476437,7371153
1b279e1d-8b5a-485e-901d-5e0e127429c8,400,3442062918279865,8555632
1b279e1d-8b5a-485e-901d-5e0e127429c9,401,5776083136226214,1855882
1b279e1d-8b5a-485e-901d-5e0e127429d0,403,2535089653842844,4658289
1b279e1d-8b5a-485e-901d-5e0e127429d1,404,7184086248654993,6326925
1b279e1d-8b5a-485e-901d-5e0e127429d2,405,8341072179418188,2578134
1b279e1d-8b5a-485e-901d-5e0e127429d3,406,3557067792777432,4385433
1b279e1d-8b5a-485e-901d-5e0e127429d4,407,8795059815583511,7555786
1b279e1d-8b5a-485e-901d-5e0e127429d5,408,2565057937462384,3763233
1b279e1d-8b5a-485e-901d-5e0e127429d6,409,7562069315737578,5285248
1b279e1d-8b5a-485e-901d-5e0e127429d7,410,6265055312587128,8647215
1b279e1d-8b5a-485e-901d-5e0e127429d8,411,7748071187564562,1717865
1b279e1d-8b5a-485e-901d-5e0e127429d9,412,7638098262917835,2254749
1b279e1d-8b5a-485e-901d-5e0e127429e0,413,3294022974854762,2272815
1b279e1d-8b5a-485e-901d-5e0e127429e1,414,2728055775117227,7194113
1b279e1d-8b5a-485e-901d-5e0e127429e2,415,6698083655531561,2557936
1b279e1d-8b5a-485e-901d-5e0e127429e3,416,4672099269178445,8262797
1b279e1d-8b5a-485e-901d-5e0e127429e4,417,6248045513783317,3282437
1b279e1d-8b5a-485e-901d-5e0e127429e5,418,5981078992828422,6852438
1b279e1d-8b5a-485e-901d-5e0e127429e6,419,1486088286364975,6922138
1b279e1d-8b5a-485e-901d-5e0e127429e7,419,5243076341429822,8748234
1b279e1d-8b5a-485e-901d-5e0e127429e8,419,9573022748139647,4491818
1b279e1d-8b5a-485e-901d-5e0e127429e9,419,8272081185141432,3962189
1b279e1d-8b5a-485e-901d-5e0e127429f0,420,6247018756487378,2699197
1b279e1d-8b5a-485e-901d-5e0e127429f1,421,4976016531393371,3452827
1b279e1d-8b5a-485e-901d-5e0e127429f2,422,6889066554183618,4581522
1b279e1d-8b5a-485e-901d-5e0e127429f3,423,3392027396325544,8353829
1b279e1d-8b5a-485e-901d-5e0e127429f4,424,4471049979136823,6322682
1b279e1d-8b5a-485e-901d-5e0e127429f5,425,1167046873844915,6334296
1b279e1d-8b5a-485e-901d-5e0e127429f6,425,3375076253368459,2571194
1b279e1d-8b5a-485e-901d-5e0e127429f7,425,2869059978648949,8144197
1b279e1d-8b5a-485e-901d-5e0e127429f8,425,1843082339297856,2843855
1b279e1d-8b5a-485e-901d-5e0e127429f9,426,3513017723453798,9777673
1b279e1d-8b5a-485e-901d-5e0e127429g0,427,2516054314536316,5224918
1b279e1d-8b5a-485e-901d-5e0e127429g1,428,1754087137796189,3865493
1b279e1d-8b5a-485e-901d-5e0e127429g2,429,4385058133483127,1137491
1b279e1d-8b5a-485e-901d-5e0e127429g3,430,1641022949478483,1318449
1b279e1d-8b5a-485e-901d-5e0e127429g4,432,8139095629927482,1619467
1b279e1d-8b5a-485e-901d-5e0e127429g5,433,4254058461347242,1669455
1b279e1d-8b5a-485e-901d-5e0e127429g6,434,5312018424882659,6964851
1b279e1d-8b5a-485e-901d-5e0e127429g7,435,3435086826931968,2662746
1b279e1d-8b5a-485e-901d-5e0e127429g8,436,8861046788281111,3349925
1b279e1d-8b5a-485e-901d-5e0e127429g9,438,8262057284661984,4847463
1b279e1d-8b5a-485e-901d-5e0e127429h0,439,6162091126221793,6117258
1b279e1d-8b5a-485e-901d-5e0e127429h1,440,2323078384481387,2815695
1b279e1d-8b5a-485e-901d-5e0e127429h2,441,3935038851263972,3363889
1b279e1d-8b5a-485e-901d-5e0e127429h3,442,6274034936458254,7641639
1b279e1d-8b5a-485e-901d-5e0e127429h4,444,9557046884287756,7228812
1b279e1d-8b5a-485e-901d-5e0e127429h5,445,6293014968648717,7677872
1b279e1d-8b5a-485e-901d-5e0e127429h6,446,2946075695972574,5211325
1b279e1d-8b5a-485e-901d-5e0e127429h7,447,3779024428139617,6282744
1b279e1d-8b5a-485e-901d-5e0e127429h8,448,7386044321216433,9456658
1b279e1d-8b5a-485e-901d-5e0e127429h9,450,9919044629611967,9187785
1b279e1d-8b5a-485e-901d-5e0e127429i0,451,2849063363269764,7247485
1b279e1d-8b5a-485e-901d-5e0e127429i1,452,7424016889786561,6243522
1b279e1d-8b5a-485e-901d-5e0e127429i2,453,4661066798155955,7844932
1b279e1d-8b5a-485e-901d-5e0e127429i3,454,7959082457596424,2683897
1b279e1d-8b5a-485e-901d-5e0e127429i4,456,2164039647753861,3223849
1b279e1d-8b5a-485e-901d-5e0e127429i5,457,8311083389718766,3565825
1b279e1d-8b5a-485e-901d-5e0e127429i6,458,5674016137127154,9131619
1b279e1d-8b5a-485e-901d-5e0e127429i7,459,3514045713179867,1472866
1b279e1d-8b5a-485e-901d-5e0e127429i8,460,5578056517916275,4248812
